,Item_Fat_Content,Item_MRP,Item_Outlet_Sales,Item_Type_Category,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type
5106,Regular,159.0262,159.1262,FOOD,0.170186628,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
5107,Low Fat,152.2682,1829.6184,Drinks,0.086781204,8.88,1997,OUT046,Tier 1,Small,Supermarket Type1
5108,Regular,162.52100000000002,4567.388,FOOD,0.042270750999999995,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5109,Low Fat,145.3786,2745.0934,FOOD,0.089186275,9.3,2002,OUT045,Tier 2,Medium,Supermarket Type1
5110,Low Fat,169.4474,4211.185,Non-Consumable,0.019502965,9.0,2004,OUT035,Tier 2,Small,Supermarket Type1
5111,Low Fat,146.0102,2916.204,Non-Consumable,0.024650932,21.25,2004,OUT035,Tier 2,Small,Supermarket Type1
5112,Low Fat,59.2246,984.7182,FOOD,0.026722744,12.35,1999,OUT049,Tier 1,Medium,Supermarket Type1
5113,Regular,124.3704,3004.0896,FOOD,0.037516862000000005,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5114,Regular,43.9428,351.5424,FOOD,0.023154399,16.85,1997,OUT046,Tier 1,Small,Supermarket Type1
5115,Low Fat,49.8034,631.8442,FOOD,0.072284689,14.7,2004,OUT035,Tier 2,Small,Supermarket Type1
5116,Regular,173.9422,4138.6128,FOOD,0.028391879,8.63,2009,OUT018,Tier 3,Medium,Supermarket Type2
5117,Low Fat,261.291,2892.901,Non-Consumable,0.031866022,7.935,2009,OUT018,Tier 3,Medium,Supermarket Type2
5118,Regular,112.7176,1832.2816,FOOD,0.024088444,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5119,Low Fat,126.7704,1752.3856,Non-Consumable,0.06440905599999999,19.85,2004,OUT035,Tier 2,Small,Supermarket Type1
5120,Low Fat,37.5164,656.4788,FOOD,0.082012293,5.765,1997,OUT046,Tier 1,Small,Supermarket Type1
5121,Regular,240.5538,3845.6608,FOOD,0.157075658,17.75,1999,OUT049,Tier 1,Medium,Supermarket Type1
5122,Regular,55.5588,229.0352,FOOD,0.107110465,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
5123,Low Fat,181.895,732.38,Non-Consumable,0.014459672,8.235,1997,OUT046,Tier 1,Small,Supermarket Type1
5124,Low Fat,43.4086,847.5634,FOOD,0.076483451,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5125,Low Fat,55.0298,539.298,FOOD,0.10234983,6.13,1999,OUT049,Tier 1,Medium,Supermarket Type1
5126,Low Fat,127.2362,1635.8706,FOOD,0.174827835,9.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
5127,Low Fat,121.4072,2450.144,FOOD,0.10459102699999999,18.7,1987,OUT013,Tier 3,High,Supermarket Type1
5128,Regular,261.7568,1845.5976,FOOD,0.07586884299999999,15.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
5129,Regular,156.7972,3427.5384,FOOD,0.086764795,10.695,2004,OUT035,Tier 2,Small,Supermarket Type1
5130,Low Fat,220.8456,5084.0488,FOOD,0.03408026,6.695,2009,OUT018,Tier 3,Medium,Supermarket Type2
5131,Low Fat,229.8668,4837.7028,Non-Consumable,0.072655379,16.0,2004,OUT035,Tier 2,Small,Supermarket Type1
5132,Regular,62.6168,639.168,FOOD,0.056555715,5.59,1987,OUT013,Tier 3,High,Supermarket Type1
5133,Regular,197.0742,2587.9646,FOOD,0.043402224,11.35,2007,OUT017,Tier 2,Medium,Supermarket Type1
5134,Regular,93.8804,1470.0864,FOOD,0.064882207,12.3,2009,OUT018,Tier 3,Medium,Supermarket Type2
5135,Regular,102.4016,2428.8384,FOOD,0.044764726,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5136,Low Fat,248.775,3745.125,FOOD,0.034752647000000005,17.75,1997,OUT046,Tier 1,Small,Supermarket Type1
5137,Low Fat,178.56599999999997,2516.724,Non-Consumable,0.030631323,17.75,2009,OUT018,Tier 3,Medium,Supermarket Type2
5138,Low Fat,245.0144,3185.1872,FOOD,0.06595278007399345,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5139,Low Fat,35.2874,988.0472,FOOD,0.110735739,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5140,Regular,110.257,1757.7120000000002,FOOD,0.038657256,12.35,2009,OUT018,Tier 3,Medium,Supermarket Type2
5141,Regular,113.9176,2519.3872,FOOD,0.052493162,16.7,1999,OUT049,Tier 1,Medium,Supermarket Type1
5142,Regular,167.0816,1510.0344,FOOD,0.06589099799999999,19.35,2007,OUT017,Tier 2,Medium,Supermarket Type1
5143,Regular,112.0202,337.5606,FOOD,0.114565093,15.7,1997,OUT046,Tier 1,Small,Supermarket Type1
5144,Low Fat,196.1136,6026.8216,FOOD,0.117065801,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5145,Low Fat,124.902,2909.546,FOOD,0.026450779,18.7,2007,OUT017,Tier 2,Medium,Supermarket Type1
5146,Regular,59.5904,761.6752,FOOD,0.043863865,7.06,1987,OUT013,Tier 3,High,Supermarket Type1
5147,Low Fat,52.4008,809.6128,FOOD,0.06595278007399345,11.35,2004,OUT035,Tier 2,Small,Supermarket Type1
5148,Regular,62.7194,123.8388,FOOD,0.036551446,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
5149,Low Fat,90.9146,1459.4336,Drinks,0.077630199,6.96,2007,OUT017,Tier 2,Medium,Supermarket Type1
5150,Low Fat,54.7298,107.8596,FOOD,0.30473738699999997,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
5151,Regular,37.919000000000004,768.9989999999999,FOOD,0.041180766,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5152,Low Fat,184.195,2746.425,FOOD,0.043831721,13.15,1999,OUT049,Tier 1,Medium,Supermarket Type1
5153,Regular,146.7102,4374.306,FOOD,0.0075033719999999995,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5154,Regular,102.7332,205.0664,FOOD,0.214681063,14.5,1998,OUT010,Tier 3,Medium,Grocery Store
5155,Low Fat,177.4028,354.2056,Non-Consumable,0.060649825,7.5,1998,OUT010,Tier 3,Medium,Grocery Store
5156,Low Fat,114.8492,1506.0396,Non-Consumable,0.09725893699999999,15.2,2002,OUT045,Tier 2,Medium,Supermarket Type1
5157,Regular,226.2404,1800.3232,FOOD,0.009763021,11.6,1997,OUT046,Tier 1,Small,Supermarket Type1
5158,Low Fat,102.0016,1518.024,Non-Consumable,0.032152981000000004,9.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
5159,Regular,119.7098,1325.6078,FOOD,0.021439694,19.35,1987,OUT013,Tier 3,High,Supermarket Type1
5160,Low Fat,228.0352,458.0704,FOOD,0.153592956,15.2,1998,OUT010,Tier 3,Medium,Grocery Store
5161,Regular,97.5752,1534.0032,FOOD,0.12123130800000001,20.2,2004,OUT035,Tier 2,Small,Supermarket Type1
5162,Low Fat,45.2744,905.488,FOOD,0.119371835,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5163,Low Fat,87.4198,2267.7148,FOOD,0.064607378,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5164,Regular,171.0764,3263.7516,FOOD,0.14024028,5.365,1997,OUT046,Tier 1,Small,Supermarket Type1
5165,Regular,173.6738,2954.1546,FOOD,0.06595278007399345,21.2,1999,OUT049,Tier 1,Medium,Supermarket Type1
5166,Regular,150.6708,2106.5912,FOOD,0.008296692,11.15,2002,OUT045,Tier 2,Medium,Supermarket Type1
5167,Regular,112.7518,683.1108,FOOD,0.077193256,19.35,2007,OUT017,Tier 2,Medium,Supermarket Type1
5168,Low Fat,33.3874,282.2992,Non-Consumable,0.055075504000000004,13.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
5169,Regular,188.1872,1701.7848,FOOD,0.014209811000000001,9.6,2004,OUT035,Tier 2,Small,Supermarket Type1
5170,Regular,91.7488,1358.2320000000002,FOOD,0.08187986400000001,12.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
5171,Low Fat,36.3506,607.2096,FOOD,0.078540095,15.85,2004,OUT035,Tier 2,Small,Supermarket Type1
5172,Regular,141.7838,1685.8056,FOOD,0.146540889,10.195,1987,OUT013,Tier 3,High,Supermarket Type1
5173,Regular,178.6028,2302.3364,FOOD,0.097059596,20.2,2007,OUT017,Tier 2,Medium,Supermarket Type1
5174,Low Fat,161.8894,2750.4198,FOOD,0.028478742,7.96,2009,OUT018,Tier 3,Medium,Supermarket Type2
5175,Low Fat,45.4086,981.3892,FOOD,0.034340926,20.0,1987,OUT013,Tier 3,High,Supermarket Type1
5176,Low Fat,133.0626,1442.7886,FOOD,0.063532672,6.425,2007,OUT017,Tier 2,Medium,Supermarket Type1
5177,Regular,262.7568,7646.0472,FOOD,0.075384242,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5178,Low Fat,170.9106,1539.9954,Non-Consumable,0.080131363,12.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
5179,Regular,82.2276,243.6828,FOOD,0.132111921,11.6,1998,OUT010,Tier 3,Medium,Grocery Store
5180,Low Fat,179.166,359.532,Non-Consumable,0.083547515,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
5181,Low Fat,236.9932,4242.4776,FOOD,0.103731617,9.395,2004,OUT035,Tier 2,Small,Supermarket Type1
5182,Regular,147.0418,2354.2688,FOOD,0.025309134,17.2,2007,OUT017,Tier 2,Medium,Supermarket Type1
5183,Regular,188.9872,2458.1336,FOOD,0.0258457,7.42,2009,OUT018,Tier 3,Medium,Supermarket Type2
5184,Low Fat,142.0154,2127.231,FOOD,0.054223942000000004,18.25,2004,OUT035,Tier 2,Small,Supermarket Type1
5185,Regular,193.3794,8388.4142,FOOD,0.07579164099999999,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5186,Regular,94.641,2799.6890000000003,FOOD,0.03928284,17.6,1999,OUT049,Tier 1,Medium,Supermarket Type1
5187,Regular,148.705,1797.66,FOOD,0.14559143800000002,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5188,Regular,155.1998,2460.7968,FOOD,0.046824729,6.825,2009,OUT018,Tier 3,Medium,Supermarket Type2
5189,Low Fat,208.9296,2700.4848,FOOD,0.159062948,7.405,1987,OUT013,Tier 3,High,Supermarket Type1
5190,Low Fat,250.5724,4026.7584,FOOD,0.07396678599999999,15.7,2009,OUT018,Tier 3,Medium,Supermarket Type2
5191,Low Fat,75.667,1301.639,FOOD,0.117574554,15.6,2007,OUT017,Tier 2,Medium,Supermarket Type1
5192,Low Fat,44.2086,44.6086,Non-Consumable,0.049617765,9.6,1998,OUT010,Tier 3,Medium,Grocery Store
5193,Regular,144.0102,5394.9774,FOOD,0.032296886000000004,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5194,Regular,163.1526,3946.8624,FOOD,0.037340835,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5195,Low Fat,88.18299999999999,1438.128,FOOD,0.075707087,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5196,Regular,139.0838,3652.5788,FOOD,0.146635206,10.195,2004,OUT035,Tier 2,Small,Supermarket Type1
5197,Low Fat,172.4422,3621.2862,Non-Consumable,0.17754562399999999,19.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
5198,Low Fat,175.937,529.311,FOOD,0.072693696,8.895,2009,OUT018,Tier 3,Medium,Supermarket Type2
5199,Regular,262.291,1314.955,FOOD,0.146701312,8.945,1998,OUT010,Tier 3,Medium,Grocery Store
5200,Low Fat,103.7648,2804.3496,FOOD,0.146999264,10.3,2007,OUT017,Tier 2,Medium,Supermarket Type1
5201,Regular,155.2972,3894.93,FOOD,0.173109453,16.0,2002,OUT045,Tier 2,Medium,Supermarket Type1
5202,Regular,34.3874,388.1614,FOOD,0.12441028400000001,6.385,2007,OUT017,Tier 2,Medium,Supermarket Type1
5203,Low Fat,47.9034,583.2408,Non-Consumable,0.035079516,13.0,1987,OUT013,Tier 3,High,Supermarket Type1
5204,Regular,150.9366,3476.1418,FOOD,0.054763518,20.1,2007,OUT017,Tier 2,Medium,Supermarket Type1
5205,Low Fat,189.2846,3630.6074,FOOD,0.11112293599999999,11.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
5206,Low Fat,35.4874,388.1614,Non-Consumable,0.030330202,5.175,1987,OUT013,Tier 3,High,Supermarket Type1
5207,Regular,88.25399999999999,1298.31,FOOD,0.06595278007399345,11.5,1997,OUT046,Tier 1,Small,Supermarket Type1
5208,Regular,73.7038,1404.1722,FOOD,0.008601441,16.75,2009,OUT018,Tier 3,Medium,Supermarket Type2
5209,Low Fat,102.3332,1948.1308,FOOD,0.024407061,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5210,Low Fat,261.591,3418.883,Drinks,0.08426245800000001,17.25,1987,OUT013,Tier 3,High,Supermarket Type1
5211,Low Fat,155.3998,2153.1972,FOOD,0.08644044,5.88,2004,OUT035,Tier 2,Small,Supermarket Type1
5212,Low Fat,54.2956,1310.2944,FOOD,0.11271892800000001,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5213,Low Fat,147.6076,3251.7672,FOOD,0.086619573,7.3,2007,OUT017,Tier 2,Medium,Supermarket Type1
5214,Low Fat,143.0128,1150.5024,FOOD,0.058437653,7.075,1999,OUT049,Tier 1,Medium,Supermarket Type1
5215,Low Fat,59.7536,980.0576,FOOD,0.06595278007399345,6.365,2007,OUT017,Tier 2,Medium,Supermarket Type1
5216,Low Fat,125.20200000000001,2783.0440000000003,Non-Consumable,0.034504414,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5217,Low Fat,247.0802,1228.401,Non-Consumable,0.044652785,9.3,2004,OUT035,Tier 2,Small,Supermarket Type1
5218,Regular,50.3692,591.2304,Drinks,0.019184026,5.92,1987,OUT013,Tier 3,High,Supermarket Type1
5219,Low Fat,42.6086,133.8258,Non-Consumable,0.029638267000000003,9.6,2004,OUT035,Tier 2,Small,Supermarket Type1
5220,Low Fat,52.0982,578.5802,Drinks,0.042180995,14.15,1997,OUT046,Tier 1,Small,Supermarket Type1
5221,Low Fat,198.2084,3769.7596,Drinks,0.11507174,11.8,1987,OUT013,Tier 3,High,Supermarket Type1
5222,Regular,106.1306,1672.4896,FOOD,0.087437069,6.765,2002,OUT045,Tier 2,Medium,Supermarket Type1
5223,Regular,242.6512,12117.56,FOOD,0.014295563999999998,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5224,Low Fat,181.695,549.285,FOOD,0.073251428,13.15,1998,OUT010,Tier 3,Medium,Grocery Store
5225,Low Fat,263.191,6574.775,FOOD,0.021743592000000003,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5226,Low Fat,122.9072,490.0288,FOOD,0.10527024,18.7,2007,OUT017,Tier 2,Medium,Supermarket Type1
5227,Low Fat,149.9708,2106.5912,FOOD,0.063513272,13.3,1987,OUT013,Tier 3,High,Supermarket Type1
5228,Regular,61.5194,866.8716,FOOD,0.044151435,9.42,2007,OUT017,Tier 2,Medium,Supermarket Type1
5229,Low Fat,170.4422,2759.0752,FOOD,0.008001018,17.6,1997,OUT046,Tier 1,Small,Supermarket Type1
5230,Low Fat,149.3076,1921.4988,FOOD,0.0828941,8.235,2007,OUT017,Tier 2,Medium,Supermarket Type1
5231,Low Fat,162.6894,2588.6304,Non-Consumable,0.091042211,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5232,Regular,89.6856,703.0848,FOOD,0.038011783,13.15,1999,OUT049,Tier 1,Medium,Supermarket Type1
5233,Low Fat,106.3938,3751.783,Non-Consumable,0.042296724,12.65,2002,OUT045,Tier 2,Medium,Supermarket Type1
5234,Low Fat,73.2354,1504.7079999999999,Non-Consumable,0.02695441,20.7,2002,OUT045,Tier 2,Medium,Supermarket Type1
5235,Low Fat,76.7986,2648.5524,FOOD,0.153930108,13.0,2002,OUT045,Tier 2,Medium,Supermarket Type1
5236,Low Fat,256.1356,6358.39,FOOD,0.034376537,16.1,2002,OUT045,Tier 2,Medium,Supermarket Type1
5237,Low Fat,226.2404,4725.8484,FOOD,0.060971431,16.0,2002,OUT045,Tier 2,Medium,Supermarket Type1
5238,Low Fat,118.9124,3199.8348,FOOD,0.06595278007399345,12.35,1987,OUT013,Tier 3,High,Supermarket Type1
5239,Low Fat,103.1332,1948.1308,FOOD,0.023831558,14.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
5240,Low Fat,40.0822,1257.0304,Non-Consumable,0.032762495,20.5,2004,OUT035,Tier 2,Small,Supermarket Type1
5241,Low Fat,38.0506,531.3084,FOOD,0.035347676,8.3,2004,OUT035,Tier 2,Small,Supermarket Type1
5242,Low Fat,130.131,1038.6480000000001,Non-Consumable,0.041291929,19.2,1999,OUT049,Tier 1,Medium,Supermarket Type1
5243,Low Fat,46.9718,850.8924,Non-Consumable,0.08074705900000001,9.1,2007,OUT017,Tier 2,Medium,Supermarket Type1
5244,Low Fat,255.5014,5355.0294,FOOD,0.035240817,14.15,1987,OUT013,Tier 3,High,Supermarket Type1
5245,Low Fat,122.1414,2924.1936,FOOD,0.005557062,7.93,1999,OUT049,Tier 1,Medium,Supermarket Type1
5246,Low Fat,114.38600000000001,1245.046,Non-Consumable,0.06715405299999999,17.1,1997,OUT046,Tier 1,Small,Supermarket Type1
5247,Low Fat,154.6972,1713.7692,Drinks,0.019362306,16.2,1987,OUT013,Tier 3,High,Supermarket Type1
5248,Low Fat,264.7884,3709.8376,FOOD,0.124506117,6.465,1997,OUT046,Tier 1,Small,Supermarket Type1
5249,Regular,34.3874,670.4606,FOOD,0.168871496,7.155,2009,OUT018,Tier 3,Medium,Supermarket Type2
5250,Regular,212.6244,3599.3148,FOOD,0.030504756,20.6,2004,OUT035,Tier 2,Small,Supermarket Type1
5251,Regular,94.61200000000001,652.484,FOOD,0.10314237300000001,20.25,2009,OUT018,Tier 3,Medium,Supermarket Type2
5252,Low Fat,189.5556,1126.5336,FOOD,0.07887225099999999,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
5253,Low Fat,177.437,5645.984,FOOD,0.082120687,15.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
5254,Low Fat,266.6884,3974.8259999999996,Non-Consumable,0.069487587,9.0,1987,OUT013,Tier 3,High,Supermarket Type1
5255,Low Fat,213.456,4261.12,FOOD,0.011180843000000001,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5256,Low Fat,50.0034,1992.7394,FOOD,0.037315469,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5257,Low Fat,111.1886,2334.9606,FOOD,0.037835765,18.7,2007,OUT017,Tier 2,Medium,Supermarket Type1
5258,Low Fat,104.9306,2299.6732,FOOD,0.021312043,20.85,1987,OUT013,Tier 3,High,Supermarket Type1
5259,Regular,83.9882,1202.4348,FOOD,0.09421836300000001,18.35,1987,OUT013,Tier 3,High,Supermarket Type1
5260,Low Fat,162.2236,2900.2248,FOOD,0.076841095,18.6,2004,OUT035,Tier 2,Small,Supermarket Type1
5261,Regular,117.3492,810.9444,FOOD,0.063805139,9.8,2004,OUT035,Tier 2,Small,Supermarket Type1
5262,Regular,219.8456,6189.2768,FOOD,0.087542757,15.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
5263,Regular,188.7898,2057.9878,FOOD,0.028871235,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5264,Low Fat,48.1034,1069.2748,FOOD,0.00720931,7.09,1987,OUT013,Tier 3,High,Supermarket Type1
5265,Low Fat,102.8332,2768.3964,Non-Consumable,0.02286663,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5266,Regular,57.2562,2073.967,FOOD,0.067543727,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5267,Low Fat,127.5362,1006.6896,Drinks,0.038549197,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5268,Low Fat,188.9872,1323.6104,Drinks,0.06595278007399345,9.5,2007,OUT017,Tier 2,Medium,Supermarket Type1
5269,Regular,48.6718,614.5334,FOOD,0.097709541,19.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
5270,Low Fat,37.919000000000004,183.095,Non-Consumable,0.143283608,20.5,1997,OUT046,Tier 1,Small,Supermarket Type1
5271,Low Fat,125.2704,2127.8968,Non-Consumable,0.064551885,19.85,2002,OUT045,Tier 2,Medium,Supermarket Type1
5272,Low Fat,145.7786,1444.786,Non-Consumable,0.029173031000000002,21.1,2007,OUT017,Tier 2,Medium,Supermarket Type1
5273,Low Fat,132.9626,3279.065,FOOD,0.06712095400000001,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5274,Regular,260.3304,5424.9384,FOOD,0.067020992,15.1,1987,OUT013,Tier 3,High,Supermarket Type1
5275,Low Fat,98.7726,1859.5794,Non-Consumable,0.026826918999999998,19.7,1987,OUT013,Tier 3,High,Supermarket Type1
5276,Regular,97.3726,2055.3246,FOOD,0.01665334,16.2,1997,OUT046,Tier 1,Small,Supermarket Type1
5277,Low Fat,96.5094,1332.9316,FOOD,0.022395357,18.1,2004,OUT035,Tier 2,Small,Supermarket Type1
5278,Low Fat,42.5428,878.8560000000001,FOOD,0.042113173,10.195,2009,OUT018,Tier 3,Medium,Supermarket Type2
5279,Regular,157.8288,2514.0608,FOOD,0.034604342999999996,6.55,1997,OUT046,Tier 1,Small,Supermarket Type1
5280,Low Fat,94.4094,1428.141,FOOD,0.136774734,15.85,2002,OUT045,Tier 2,Medium,Supermarket Type1
5281,Low Fat,157.3604,6021.4952,Non-Consumable,0.08934343300000001,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5282,Low Fat,75.267,612.536,FOOD,0.030250132000000002,12.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
5283,Regular,100.6332,1537.9979999999998,FOOD,0.079698503,16.5,2004,OUT035,Tier 2,Small,Supermarket Type1
5284,Regular,197.31099999999998,392.82199999999995,FOOD,0.141360118,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
5285,Low Fat,109.1886,222.3772,FOOD,0.036933417,16.7,1998,OUT010,Tier 3,Medium,Grocery Store
5286,Low Fat,76.7354,2783.7098,FOOD,0.037449987000000004,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5287,Low Fat,159.0604,792.302,FOOD,0.294948897,11.1,1998,OUT010,Tier 3,Medium,Grocery Store
5288,Regular,168.27900000000002,2376.906,FOOD,0.005525913,11.35,1987,OUT013,Tier 3,High,Supermarket Type1
5289,Regular,53.1666,768.9989999999999,FOOD,0.04712061,9.195,1997,OUT046,Tier 1,Small,Supermarket Type1
5290,Low Fat,160.4604,316.9208,Non-Consumable,0.162248011,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
5291,Low Fat,127.3336,3962.8416,Drinks,0.09086729699999999,18.85,1997,OUT046,Tier 1,Small,Supermarket Type1
5292,Regular,250.3092,6723.2484,FOOD,0.030264897000000002,8.0,1997,OUT046,Tier 1,Small,Supermarket Type1
5293,Low Fat,41.9796,701.7532,Non-Consumable,0.067295406,19.1,1997,OUT046,Tier 1,Small,Supermarket Type1
5294,Low Fat,152.234,1071.938,Drinks,0.02827966,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5295,Low Fat,44.4112,767.0016,Non-Consumable,0.020388413,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5296,Low Fat,149.4708,3159.8868,FOOD,0.027644732,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5297,Low Fat,46.506,652.484,FOOD,0.120731024,6.36,1999,OUT049,Tier 1,Medium,Supermarket Type1
5298,Low Fat,151.7024,2884.2456,Non-Consumable,0.025429614,19.6,2007,OUT017,Tier 2,Medium,Supermarket Type1
5299,Regular,130.9968,4828.3816,FOOD,0.059438787,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5300,Regular,209.0638,3520.0846,FOOD,0.074059474,17.1,1997,OUT046,Tier 1,Small,Supermarket Type1
5301,Low Fat,150.7366,906.8196,FOOD,0.015693328,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5302,Low Fat,113.2834,4376.9692,FOOD,0.057850699000000005,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5303,Low Fat,126.7336,639.168,Non-Consumable,0.050011058,8.76,1987,OUT013,Tier 3,High,Supermarket Type1
5304,Low Fat,84.225,3162.55,Non-Consumable,0.105225964,6.775,2004,OUT035,Tier 2,Small,Supermarket Type1
5305,Low Fat,116.1176,2633.9048,Non-Consumable,0.039207025,16.25,1999,OUT049,Tier 1,Medium,Supermarket Type1
5306,Low Fat,89.4856,1054.6272,FOOD,0.044489064,19.85,2004,OUT035,Tier 2,Small,Supermarket Type1
5307,Low Fat,189.9872,3781.744,FOOD,0.012437935,19.75,1987,OUT013,Tier 3,High,Supermarket Type1
5308,Low Fat,91.4146,638.5022,Drinks,0.077350112,6.96,2002,OUT045,Tier 2,Medium,Supermarket Type1
5309,Low Fat,53.7298,593.2278,FOOD,0.040346436,8.935,2009,OUT018,Tier 3,Medium,Supermarket Type2
5310,Low Fat,113.7834,115.1834,Drinks,0.057585723,8.26,1998,OUT010,Tier 3,Medium,Grocery Store
5311,Low Fat,218.3166,1959.4494,FOOD,0.03565903,6.71,2002,OUT045,Tier 2,Medium,Supermarket Type1
5312,Regular,263.491,1840.9370000000001,FOOD,0.087629354,8.945,2004,OUT035,Tier 2,Small,Supermarket Type1
5313,Low Fat,107.8938,750.3566,FOOD,0.06595278007399345,12.65,1997,OUT046,Tier 1,Small,Supermarket Type1
5314,Low Fat,107.3938,750.3566,FOOD,0.154228739,15.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
5315,Low Fat,196.5768,7685.9952,Drinks,0.096943078,15.35,2007,OUT017,Tier 2,Medium,Supermarket Type1
5316,Low Fat,109.5228,1768.3648,Non-Consumable,0.017065268,14.35,1999,OUT049,Tier 1,Medium,Supermarket Type1
5317,Low Fat,100.8042,3472.147,Non-Consumable,0.06595278007399345,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5318,Low Fat,37.0164,540.6296,FOOD,0.082178616,5.765,2002,OUT045,Tier 2,Medium,Supermarket Type1
5319,Regular,143.3444,1596.5884,FOOD,0.035542581000000004,8.315,1987,OUT013,Tier 3,High,Supermarket Type1
5320,Low Fat,53.8298,1024.6662,FOOD,0.10217162699999999,6.13,2004,OUT035,Tier 2,Small,Supermarket Type1
5321,Regular,104.1332,205.0664,FOOD,0.128235818,14.5,2004,OUT035,Tier 2,Small,Supermarket Type1
5322,Low Fat,219.4166,6096.0648,FOOD,0.055205899999999995,15.1,1997,OUT046,Tier 1,Small,Supermarket Type1
5323,Low Fat,163.7526,3289.052,Drinks,0.037337632,17.25,2009,OUT018,Tier 3,Medium,Supermarket Type2
5324,Low Fat,46.306000000000004,699.09,Non-Consumable,0.09924262199999999,13.0,1987,OUT013,Tier 3,High,Supermarket Type1
5325,Regular,222.0114,6207.9192,FOOD,0.030143704,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
5326,Low Fat,233.2642,3950.1914,FOOD,0.108412059,12.85,2002,OUT045,Tier 2,Medium,Supermarket Type1
5327,Low Fat,82.325,1331.6,FOOD,0.014628381999999999,7.975,2004,OUT035,Tier 2,Small,Supermarket Type1
